X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,email,date_updated,dis_status,POINT_X,POINT_Y
-118.155508646407,34.1140496572164,55963,211,,Emergency Response,Cooling Center,,www.cityofsouthpasadena.us,City Of South Pasadena Community Services Department - South Pasadena Senior Center,1102 Oxley St.,,South Pasadena,CA,"Monday through Friday 8:00 am to 5:00 pm; Closed holidays","Transportation Service/Intake (626) 403-7368,  Administrative (626) 403-7364,  Service/Intake (626) 403-7360",www.cityofsouthpasadena.us,,,57923,"The agency provides nutrition programs, services for older adults, and transportation for South Pasadena residents age 55 and older.",91030,http://egis3.lacounty.gov/lms/?p=57923,publish,34.11404969,-118.15550859,,2016/05/02 13:25:16+00,,6514599.70361955,1863921.66514964
-118.001925056497,34.1494279668273,56025,211,,Emergency Response,Cooling Center,,www.ci.monrovia.ca.us/community-life/recreation,City Of Monrovia Department Of Community Services - Recreation Division - Monrovia Community Center,119 W. Palm Ave.,,Monrovia,CA,"Monday - Thursday 8:00 am to 9:00 pm; Friday 8:00 am to 5:00 pm",Service/Intake (626) 256-8246,,,,57980,The agency provides recreational programs for people of all ages who live in Monrovia and the surrounding areas.,91016,http://egis3.lacounty.gov/lms/?p=57980,publish,34.149428,-118.001925,,2016/04/28 16:39:54+00,,6561087.89837264,1876760.08008955
-118.318203126009,33.8353252869046,56590,211,,Emergency Response,Cooling Center,,www.torranceca.gov/,City Of Torrance - Senior Citizens Centers - Bartlett Senior Citizens Center,1318 Cravens Ave.,,Torrance,CA,"Monday - Saturday:  8:00 am - 4:00 pm; Sunday:  12:30 pm - 4:00 pm ","Information and Referral Service/Intake (310) 320-1300,  Service/Intake (310) 320-5918",www.torranceca.gov/,,,58485,The center provides services for older adults age 50 and older who live in the Torrance area.,90501,http://egis3.lacounty.gov/lms/?p=58485,publish,33.83532532,-118.31820307,,2016/05/02 13:33:33+00,,6465033.01764813,1762604.4238869
-118.602621015836,34.2035903467692,56609,211,,Emergency Response,Cooling Center,,CIty of Los Angeles,Canoga Park Senior Center,7326 Jordan Ave.,,Canoga Park,CA,"SITE HOURS: Monday through Friday, 8:30am to 4:30pm",Service/Intake (818) 340-2633,www.laparks.org/dos/senior/senior.htm,,,58496,"The center provides a variety of services for older adults age 50 and older who live in the Canoga Park area.  Services are targeted, but not restricted, to Canoga Park area residents.",91303,http://egis3.lacounty.gov/lms/?p=58496,publish,34.20359038,-118.60262096,,2016/04/26 14:03:34+00,Not Active,6379460.41418739,1897016.93393272
-118.293846985581,33.7413339173414,56642,211,,Emergency Response,Cooling Center,,css.lacounty.gov,Los Angeles County Community And Senior Services - San Pedro Service Center,769 W. Third St.,,San Pedro,CA,"Monday through Friday, 8:00am to 5:00pm. ","FAX (310) 548-4880,  Service/Intake (310) 519-6091,  Service/Intake and Administration (310) 519-6094",,,,58513,"The center provides adult education, emergency food, information and referral and services for older adults in the Harbor area.",90731,http://egis3.lacounty.gov/lms/?p=58513,publish,33.74133395,-118.29384693,,2016/05/02 12:43:35+00,,6472329.8875688,1728375.96511298
-117.714529078019,34.0883821969984,56654,211,,Emergency Response,Cooling Center,,www.ci.claremont.ca.us,City Of Claremont Senior Services - Blaisdell Park Senior Citizen Program,440 S. College,,Claremont,CA,"Monday through Friday, 10:00am to 2:00pm. ",Service/Intake (909) 399-5367,www.ci.claremont.ca.us,,,58519,"The center provides advocacy, cooling center, health services, housing services, nutrition services, and services for older adults, age 55 and older, and for people who live in the City of Claremont.",91711,http://egis3.lacounty.gov/lms/?p=58519,publish,34.08838223,-117.71452902,,2016/04/27 15:34:34+00,,6648105.48746046,1854667.13083723
-118.253000576432,34.1432740869787,56657,211,,Emergency Response,Cooling Center,,www.ci.glendale.ca.us,City Of Glendale Community Services And Parks Department - Senior Programs - Adult Recreation Center,201 E. Colorado Street,,Glendale,CA,"Monday through Thursday, 8:00 am to 8:00 pm; Friday through Saturday, 8:00 am to 4:00 pm",Service/Intake (818) 548-3775,http://www.glendaleca.gov/government/departments/community-services-parks/parks-facilities-historic-sites/adult-recreation-center-,,,58520,"The center provides advocacy, health services, legal services, nutrition programs, recreational programs and services for older adults, age 60 and older, who live primarily in Glendale.",91205,http://egis3.lacounty.gov/lms/?p=58520,publish,34.14327412,-118.25300052,,2016/04/28 11:13:51+00,,6485116.8600263,1874616.90360165
-118.164387056134,34.0404159670421,56826,211,,Emergency Response,Cooling Center,,Los Angeles County Community And Senior Services,Los Angeles County Community And Senior Services - Centro Maravilla Service Center,4716 E. Cesar E. Chavez Ave.,,Los Angeles,CA,"Monday - Friday 8:00 am - 5:00 pm
","Service/Intake (323) 260-2804,  Service/Intake (323) 260-2805,  FAX (323) 780-7986",http://css.lacounty.gov/service-locations/centro-maravilla-service-center/,,,58632,The center provides emergency food and information and referral for residents of Los Angeles County.,90022,http://egis3.lacounty.gov/lms/?p=58632,publish,34.040416,-118.164387,,2016/04/28 13:52:40+00,,6511868.49320272,1837129.27319647
-118.046567347286,34.0470046972358,56876,211,,Emergency Response,Cooling Center,,www.ci.south-el-monte.ca.us,City Of South El Monte Community Services Department - South El Monte Senior Center,1556 Central Ave.,,South El Monte,CA,"Monday - Friday 8:00 am - 5:00 pm; July and August Saturday 10:00 am - 2:00 pm",Service/Intake (626) 448-0131,www.ci.south-el-monte.ca.us,,,58662,"The center provides health services, nutrition programs, services for older adults and transportation for older adults who reside in South El Monte.",91733,http://egis3.lacounty.gov/lms/?p=58662,publish,34.04700473,-118.04656729,,2016/05/02 13:02:35+00,,6547563.64819022,1839489.58737348
-118.067644136821,33.9643410567848,56887,211,,Emergency Response,Cooling Center,,css.lacounty.gov,Los Angeles County Community And Senior Services - Los Nietos Community And Senior Center,11640 E. Slauson Ave.,,Whittier,CA,"Monday through Friday, 8:00 am to 5:00 pm ",Service/Intake (562) 699-9898,http://css.lacounty.gov/service-locations/los-nietos-community-and-senior-center/,,,58669,"The center provides emergency food, information and referral, a nutrition program and recreational programs for people who live in unincorporated Whittier and the surrounding areas.",90606,http://egis3.lacounty.gov/lms/?p=58669,publish,33.96434109,-118.06764408,,2016/05/02 13:46:40+00,,6541158.59079039,1809410.23513073
-118.148437056718,34.1478816064737,56891,211,,Emergency Response,Cooling Center,,www.pasadenaseniorcenter.org,Pasadena Senior Center,85 East Holly Street,,Pasadena,CA,"SITE HOURS: Monday through Friday, 8:00am to 4:30pm; Saturday, 8:30am to 3:00pm; Sunday, 8:00am to 12:00pm. ","Service/Intake and Administration (626) 795-4331, Vehicle Donation Program Service/Intake (626) 685-6755",www.pasadenaseniorcenter.org,,,58671,"The center provides legal services and services for older adults, primarily for San Gabriel Valley residents age 50 and older.  The Pasadena Senior Center is located at Pasadena Memorial Park.",91103,http://egis3.lacounty.gov/lms/?p=58671,publish,34.14788164,-118.148437,,2016/05/02 10:37:26+00,,6516758.37023397,1876230.48502015
-117.904753057055,34.1346229667141,56926,211,,Emergency Response,Cooling Center,,www.ci.azusa.ca.us,City Of Azusa Recreation And Family Services Department - Azusa Senior Center,740 N. Dalton Ave.,,Azusa,CA,"Mon -Thur 8:30 am - 4  pm
Fri 8:30 am - 1:30 pm

When local temperatures reach 100 degrees, open as cooling center on Sundays between 10 am - 4 pm
","FAX (626) 969-5611,  Service/Intake (626) 812-5204",www.ci.azusa.ca.us,,,58694,"The center provides nutrition programs for adults 60 years and older, services for older adults 50 years and older and volunteer opportunities for individuals who live in the Azusa area.",91702,http://egis3.lacounty.gov/lms/?p=58694,publish,34.134623,-117.904753,,2016/04/26 16:50:09+00,,6590493.38811797,1871385.92121848
-118.080874326039,33.9034152472097,56964,211,,Emergency Response,Cooling Center,,www.ci.norwalk.ca.us,City Of Norwalk Social Services Department - Norwalk Senior Center,14040 San Antonio Dr.,,Norwalk,CA,"Monday through Friday, 8:00am to 7:00pm; Saturday, 8:00am to 5:00pm","Service/Intake (562) 929-5580,  FAX (562) 929-5532",www.ci.norwalk.ca.us,,,58722,The center provides services for older adults age 50 and older who reside in Norwalk and surrounding communities.,90650,http://egis3.lacounty.gov/lms/?p=58722,publish,33.90341528,-118.08087427,,2016/05/02 10:12:10+00,,6537128.95810163,1787240.94482373
-118.153936056397,33.9287699675986,56977,211,,Emergency Response,Cooling Center,,City of Downey,Barbara J. Riley Community And Senior Center,7810 Quill Dr.,,Downey,CA,"Monday, 8:00 am to 6:00 pm; Tuesday, Wednesday, Thursday, 8:00 am to 9:00 pm; Friday, 8:00 am - 5:00 pm; Saturday, 10:00 am to 2:00 pm. ","Southern CA Rehabilitation Svc Service/Intake (562) 862-6531 Ext.1,  Administrative (562) 861-9833, Angeles Girl Scouts - Downey Administrative (562) 869-5177, Senior Center Service/Intake and Administration (562) 904-7223,  Service/Intake and Administrat",http://www.downeyca.org/services/cs/ss/center/,,,58734,"The center provides services for older adults, 50 years and older, who live in the Downey area.",90242,http://egis3.lacounty.gov/lms/?p=58734,publish,33.92877,-118.153936,,2016/04/27 16:38:29+00,,6514972.45057747,1796493.99062206
-118.128361056889,34.0657749671915,56983,211,,Emergency Response,Cooling Center,,www.ci.monterey-park.ca.us,City Of Monterey Park Recreation And Community Services - Langley Senior Center,400 W. Emerson Ave.,,Monterey Park,CA,"Monday through Friday, 8:00am to 5:00pm. ",Service/Intake (626) 307-1395,,,,58739,The center provides services for older adults who live in Monterey Park.,91754,http://egis3.lacounty.gov/lms/?p=58739,publish,34.065775,-118.128361,,2016/05/02 10:05:49+00,,6522794.52154747,1846342.00575523
-118.034159506437,33.972038867374,57407,211,,Emergency Response,Cooling Center,,www.cityofwhittier.org,"City Of Whittier Parks, Recreation And Community Services Department - Senior Citizens Center",13225 Walnut St.,,Whittier,CA,"Monday through Friday, 8:00am to 5:00pm; and Sunday, 12:00pm to 4:00pm. ","Information and Referral Program Service/Intake (562) 567-9476,  Service/Intake and Administration (562) 567-9470,  FAX (562) 464-3576",www.cityofwhittier.org,,,59050,"The department administers information and referral, health and fitness, recreational programs, services for older adults, services for people with disabilities and youth services to the community of Whittier.",90602,http://egis3.lacounty.gov/lms/?p=59050,publish,33.9720389,-118.03415945,,2016/05/02 14:31:17+00,,6551313.09902464,1812206.49102114
-118.18571070653,33.942713396854,57425,211,,Emergency Response,Cooling Center,,www.cityofsouthgate.org,City Of South Gate Parks And Recreation Department - Margaret Travis Senior Center,4855 Tweedy Blvd.,,South Gate,CA,Monday through Friday 8:00 am to 5:00 pm,Senior Citizen Clubhouse Service/Intake (323) 357-9662,www.cityofsouthgate.org,,,59066,The department provides a variety of recreational programs for people of all ages who live in South Gate and neighboring communities.  The senior center is located at South Gate Park.,90280,http://egis3.lacounty.gov/lms/?p=59066,publish,33.94271343,-118.18571065,,2016/05/02 13:18:58+00,,6505342.7073698,1801584.59067707
-117.739553207685,34.0486587375118,57559,211,,Emergency Response,Cooling Center,,www.ci.pomona.ca.us/city_departments/community_services,City Of Pomona Community Services Department - Recreation Division - Washington Park Community Center,865 E. Grand Ave.,,Pomona,CA,"Community Center hours are Monday through Friday, 10:00am to 5:00pm.  Park hours are Monday through Sunday, daylight hours. ",Service/Intake (909) 620-2305,www.ci.pomona.ca.us/city_departments/community_services,,,59122,The department provides recreational programs which offer a variety of services for residents of Pomona.,91766,http://egis3.lacounty.gov/lms/?p=59122,publish,34.04865877,-117.73955315,,2016/05/02 11:36:46+00,,6640566.13442896,1840190.47475123
-117.782669607025,34.0490053871566,57562,211,,Emergency Response,Cooling Center,,www.ci.pomona.ca.us/city_departments/community_services,City Of Pomona Community Services Department - Recreation Division - Westmont Park Community Center,1808 W. Ninth St.,,Pomona,CA,"Community Center hours are Monday through Friday, 12:00pm to 5:00pm.  Park hours are Monday through Sunday, daylight hours. ",Service/Intake (909) 620-2307,www.ci.pomona.ca.us/city_departments/community_services,,,59124,The department provides recreational programs which offer a variety of services for residents of Pomona.,91766,http://egis3.lacounty.gov/lms/?p=59124,publish,34.04900542,-117.78266955,,2016/05/02 11:38:50+00,,6627504.85805814,1840285.58545339
-118.403337056293,34.0139089666256,57590,211,,Emergency Response,Cooling Center,,www.culvercity.org/Government/PRCS.aspx,"City Of Culver City Parks, Recreation And Community Services - Culver City Senior Center",4095 Overland Ave.,,Culver City,CA,"SITE HOURS: Monday through Friday, 9:00 am to 5:00 pm; Saturday and Sunday, 12:00 noon to 4:00 pm. ","Shared Housing Service/Intake (323) 650-7988,  FAX (310) 253-6711,  Service/Intake and Administration (310) 253-6700,  TDD (310) 253-6736, Congregate Meals Service/Intake (310) 253-6726, Home Delivered Meals Service/Intake (310) 253-6712, Computer Classes",www.culvercity.org/Government/PRCS.aspx,,,59145,"The department provides child care services, information and referral, recreational programs, services for older adults and youth services for people who live in Culver City and the surrounding areas.",90232,http://egis3.lacounty.gov/lms/?p=59145,publish,34.013909,-118.403337,,2016/04/27 16:32:51+00,,6439439.0025633,1827687.35540056
-118.129238056485,33.9389839671024,58409,211,,Emergency Response,Cooling Center,,www.downeylibrary.org,Downey City Library,11121 Brookshire Ave.,,Downey,CA,"Monday through Thursday, 10:00 am to 8:00 pm; Friday and Saturday, 10:00 am to 5:00 pm. ","FAX (562) 923-3763,  Service/Intake (562) 904-7360",www.downeylibrary.org,,,59877,The facility provides library services for the city of Downey.,90241,http://egis3.lacounty.gov/lms/?p=59877,publish,33.938984,-118.129238,,2016/04/28 09:03:20+00,,6522469.58715796,1800200.53635857
-118.13787195643,34.1896315167819,59207,211,,Emergency Response,Cooling Center,,LA County,Altadena Senior Center,560 E. Mariposa St.,,Altadena,CA,"Monday through Friday, 8:00 am - 5:00 pm",Service/Intake (626) 798-0505,www.ywcasgv.org,,,60511,"The program provides services for adults 60 years and older who live in the San Gabriel Valley and Pomona Valley. Some of the sites also act as cooling centers during the hot summer months.  Services are targeted, but not restricted, to San Gabriel Valley and Pomona Valley residents.",91001,http://egis3.lacounty.gov/lms/?p=60511,publish,34.18963155,-118.1378719,,2016/04/26 16:35:58+00,,6519975.84509823,1891419.46907781
-117.764139257233,34.1118284474252,59216,211,,Emergency Response,Cooling Center,,City of La Verne,La Verne Community Center,3680 D St.,,La Verne,CA,"Monday through Thursday, 8:00 am to 6:00 pm; Friday, 8:00 am to 4:00 pm","Service/Intake and Administration (909) 596-8700,  Service/Intake (909) 596-8778",www.ywcasgv.org,,,60518,The program provides services for adults 60 years and older who live in the San Gabriel Valley and Pomona Valley.,91750,http://egis3.lacounty.gov/lms/?p=60518,publish,34.11182848,-117.7641392,,2016/05/02 15:28:49+00,,6633064.4814533,1863160.68307582
-117.960967516697,34.0022620168901,59218,211,,Emergency Response,Cooling Center,,www.ywcasgv.org,Steinmetz Park Senior Center - Hacienda Heights,1545 S. Stimson Ave.,,Hacienda Heights,CA,"Monday through Friday, 8:00 am to 5:00 pm. ",Service/Intake (626) 934-7041,www.ywcasgv.org,,,60519,The program provides services for adults 60 years and older who live in the San Gabriel Valley and Pomona Valley.,91745,http://egis3.lacounty.gov/lms/?p=60519,publish,34.00226205,-117.96096746,,2016/04/28 11:34:36+00,,6573500.8230218,1823205.86272314
-117.872607157325,34.0968588572105,59224,211,,Emergency Response,Cooling Center,,www.ywcasgv.org,YWCA Of San Gabriel Valley Intervale Senior Services,943 N Grand Ave,,Covina,CA,"Monday through Friday, 9:00 am to 5:00 pm. ","FAX (626) 814-0447,  Administration (626) 960-2995,  Service/Intake (626) 214-9465",www.ywcasgv.org,,,60524,The program provides services for adults 60 years and older who live in the San Gabriel Valley and Pomona Valley.,91724,http://egis3.lacounty.gov/lms/?p=60524,publish,34.09685889,-117.8726071,,2016/04/27 16:28:07+00,,6600238.5963178,1857653.64553347
-118.343297055652,33.8376439670473,59552,211,,Emergency Response,Cooling Center,,www.torranceca.gov/Library/,Torrance Public Library - Katy Geissert Civic Center Library,3301 Torrance Blvd.,,Torrance,CA,"<br />
Monday-Thursday: 10:00 am to 9:00 pm <br />
Friday: 10:00 am to 6:00 pm <br />
Saturday: 10:00 am to 5:30 pm <br />
Sunday: 1:00 pm to 5:00 pm September through June <br />",Service/Intake (310) 618-5959,www.torranceca.gov/Library/,,,60801,These are public libraries for the city of Torrance.,90503,http://egis3.lacounty.gov/lms/?p=60801,publish,33.837644,-118.343297,,2016/05/02 09:25:05+00,,6457414.97710997,1763473.32273965
-118.192799056384,33.8963599672221,59748,211,,Emergency Response,Cooling Center,,css.lacounty.gov,Los Angeles County Community And Senior Services - East Rancho Dominguez Service Center,4513 E. Compton Blvd.,,Compton,CA,"Monday through Friday, 8:00 am to 5:00 pm. ","Service/Intake and Administration (310) 603-7401,  FAX (310) 763-1372",css.lacounty.gov,,,60908,"This center provides community services, emergency food, nutrition programs, services for older adults and utility bill assistance to people who live in Compton, Paramount and the East Rancho Dominguez area.",90221,http://egis3.lacounty.gov/lms/?p=60908,publish,33.89636,-118.192799,,2016/04/27 16:19:41+00,,6503160.39775805,1784719.60209739
-118.032324057251,34.1286189670882,59974,211,,Emergency Response,Cooling Center,,library.ci.arcadia.ca.us,City Of Arcadia Public Library,20 W. Duarte Rd.,,Arcadia,CA,"SITE HOURS: Monday through Thursday, 10:00am to 9:00pm; Friday and Saturday, 10:00am to 6:00pm. ","Recorded information Service/Intake (626) 821-5567, Children's Room Service/Intake (626) 821-5566, Reference Service/Intake (626) 821-5569, TDD Reference TDD (626) 821-1996",library.ci.arcadia.ca.us,,,61139,This is a public library for the city of Arcadia.,91006,http://egis3.lacounty.gov/lms/?p=61139,publish,34.128619,-118.032324,,2016/04/26 16:42:05+00,,6551887.9331768,1869188.87016639
-118.306410056251,34.1838659670583,59980,211,,Emergency Response,Cooling Center,,www.burbank.lib.ca.us,City Of Burbank Public Library - Burbank Central Library,110 N. Glenoaks Blvd.,,Burbank,CA," Monday - Thursday 9:30 am - 9:00 pm; Friday 9:30 am - 6:00 pm; Saturday 10:00 am - 6:00 pm","Administrative (818) 238-5551,  FAX (818) 238-5553, General Information Service/Intake (818) 238-5600, Adult Reference Services Service/Intake (818) 238-5580, Audio Visual Services Service/Intake (818) 238-5590, Children's Services Service/Intake (818) 23",www.burbank.lib.ca.us,,,61142,This is a public library for the city of Burbank.,91502,http://egis3.lacounty.gov/lms/?p=61142,publish,34.183866,-118.30641,,2016/04/27 14:21:30+00,,6469001.17473805,1889433.92777331
-118.002264446739,34.1486893273016,60000,211,,Emergency Response,Cooling Center,,www.monroviapubliclibrary.org,Monrovia Public Library,321 S Myrtle Ave,,Monrovia,CA,"Monday through Wednesday 10:00 am to 8:00 pm; Thursday through Saturday 12:00 pm to 5:00 pm","FAX (626) 256-8255,  Service/Intake (626) 256-8274",www.monroviapubliclibrary.org,,,61159,This is a public library for the city of Monrovia.,91016,http://egis3.lacounty.gov/lms/?p=61159,publish,34.14868936,-118.00226439,,2016/04/28 16:42:57+00,,6560985.20632081,1876491.27780564
-118.155799766557,34.1142066868041,60016,211,,Emergency Response,Cooling Center,,www.ci.south-pasadena.ca.us/library/,South Pasadena Public Library,1100 Oxley Street,,South Pasadena,CA,"<br />
Monday - Wednesday:  11:00 am to 9:00 pm <br />
Thursday - Friday:  10:00 am to 6:00 pm <br />
Saturday:  10:00 am to 5:00 pm <br />
Sunday:  1:00 pm to 5:00 pm <br />","General Information Service/Intake (626) 403-7333,  FAX (626) 403-7331, Circulation Service/Intake (626) 403-7340, Children's Department Service/Intake (626) 403-7358, Reference Service/Intake (626) 403-7350, Administration Service/Intake (626) 403-7330, ",www.ci.south-pasadena.ca.us/library/,,,61167,This is a public library for the city of South Pasadena.,91030,http://egis3.lacounty.gov/lms/?p=61167,publish,34.11420672,-118.15579971,,2016/05/02 09:29:12+00,,6514511.67361189,1863978.9475154
-117.90508605672,34.1343189666576,60707,211,,Emergency Response,Cooling Center,,www.ci.azusa.ca.us/library,Azusa City Library,729 N. Dalton Ave.,,Azusa,CA,"Mon - Wed 10 am - 9 pm
Thur 10 am - 6 pm
Fri - Sat 10 am - 5 pm
","FAX (626) 334-4868,  Service/Intake (626) 812-5232",www.ci.azusa.ca.us/library,,,61388,This is the public library for the city of Azusa and it is also a cooling center for people who do not have air conditioning.,91702,http://egis3.lacounty.gov/lms/?p=61388,publish,34.134319,-117.905086,,2016/04/26 16:47:03+00,,6590392.7223088,1871275.19473389
-118.137832056284,34.1892459663833,62262,211,,Emergency Response,Cooling Center,,,Los Angeles County Community And Senior Services - Altadena Senior Center,560 E Mariposa St,,Altadena,CA,"Monday – Friday 8:00 a.m. – 5:00 p.m.
", Phone: 626-798-4971 Fax: 626-794-6742,http://css.lacounty.gov,,,70027,"The Altadena Senior Center is a community focal point where seniors come together for services, programs and activities that enhance their dignity, promote their independence and encourage their involvement in and with the community. Persons 50 and over are eligible for all Center programs.",91001,http://egis3.lacounty.gov/lms/?p=70027,publish,34.189246,-118.137832,,2016/04/26 14:06:34+00,,6519987.71909022,1891279.14389914
